,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
565,Trinidad Cardona,Dinero,0xKRh28YX0uzH1XKnKs7iY,23,0.709,0.782,2,-4.687,1,0.0672,0.00774,0.0,0.107,0.484,119.997,160880,4
566,Ted Fresco,Sunny Day,26566DizCMEaVKT1CQEoAY,60,0.715,0.563,10,-4.297,1,0.0697,0.325,0.00153,0.0937,0.465,89.964,108417,4
567,Loomy,Senza filtro - prod. Macs,7jmYJxWSk6hqLq3J1BcjLu,48,0.903,0.726,10,-6.474,0,0.139,0.123,0.0,0.0933,0.398,121.205,171570,4
568,RICCI,Dark Intentionz,58AfaP4tgcXZd5vf3dvI62,34,0.602,0.946,9,-4.781,0,0.156,0.0069,4.67e-05,0.337,0.483,123.999,181935,4
569,Witt Lowry,Into Your Arms (feat. Ava Max),0b11D9D0hMOYCIMN3OKreM,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0.0,0.363,0.228,170.039,186022,4
570,Kevin Rudolf,I Made It (Cash Money Heroes),2ce7lFq7zsLdipAp6IdORb,38,0.399,0.942,7,-2.521,1,0.174,0.0631,0.0,0.0909,0.6,119.65,258813,5
571,Tina Mazyck,All This Love,4YXs5iSJh6u1nJo0z8Xp0J,43,0.673,0.823,1,-9.823,1,0.0344,0.000141,0.00393,0.0704,0.317,127.962,138750,4
572,Aya Nakamura,Copines,65PsPkMG2QiFM8N5qnuv4B,58,0.701,0.787,8,-3.941,0,0.0855,0.27,0.0,0.105,0.904,180.027,171720,4
573,Doja Cat,Woman,6Uj1ctrBOjOas8xZXGqKk4,95,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627,4
574,Harry Styles,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,90,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4
575,Destiny's Child,"Bills, Bills, Bills",1Oi2zpmL81Q0yScF1zxaC0,78,0.845,0.576,11,-5.15,0,0.153,0.139,0.0,0.0764,0.461,127.641,256027,4
576,Adrian Diaz,Dios Bendiga Al Reggaeton (Adrian Diaz),5JwsfCnbBbejFEeLKMlvyb,36,0.741,0.891,7,-3.603,1,0.119,0.372,0.0,0.36,0.922,91.995,153695,4
577,AJORIES,Downtown,7eTpP4FVf8Wg09OzmyPK9G,37,0.674,0.618,0,-6.576,1,0.0575,0.0864,0.566,0.123,0.23,150.016,143612,4
578,Jagi,Fall Apart,23OyCleTQ4xWxLaBsmMm7U,24,0.247,0.842,8,-3.895,0,0.0791,0.34,0.0,0.165,0.295,99.011,213636,3
579,Blxst,Chosen (feat. Ty Dolla $ign),1dIWPXMX4kRHj6Dt2DStUQ,84,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,0.605,93.421,161684,4
580,Waxel,Ignite,0hFAr4fAVOAF95Wy1Ma3GV,30,0.334,0.635,5,-2.975,0,0.0368,0.084,0.0,0.12,0.333,127.609,191250,4
581,Amreco,Silhouette Challenge,0RrvlWKQDSlLD2NXR33R45,48,0.623,0.226,4,-18.732,0,0.185,0.559,0.0081,0.323,0.366,90.031,102713,3
582,Young Nudy,Hell Shell,5fO4ybFbomoSWPB3n2d6pe,78,0.853,0.514,0,-5.445,0,0.246,0.000909,0.0222,0.185,0.679,129.963,162527,4
583,SEEQ,Kingdom,20FN4zUFNoVE9xQFGesLmO,29,0.543,0.911,6,-3.739,0,0.0596,0.0028,0.0185,0.698,0.184,130.017,176353,4
584,Tesher,Jalebi Baby (Tesher x Jason Derulo),6FvSS3Goz7OC8oCC2eWqe8,79,0.691,0.829,0,-7.179,1,0.0412,0.0289,0.0,0.254,0.866,93.059,169154,4
585,Little Simz,Venom,4WaaWczlVb1UJ24LILsR4C,68,0.431,0.727,2,-5.996,1,0.138,0.389,0.0,0.393,0.482,140.01,154749,4
586,TroyBoi,Bellz,753DZsGGXlasRCp48FmOhH,57,0.817,0.732,7,-7.23,0,0.068,0.0254,0.806,0.811,0.963,132.019,160000,4
587,Hentai Xander,in heat.,6T3sH1EuBMijU1MHe2WFJt,72,0.568,0.301,1,-8.544,1,0.138,0.501,0.0,0.0813,0.329,128.059,116377,4
588,Alice Merton,No Roots,7DFSnCBYlus7i4U9KKlbdU,58,0.862,0.671,4,-6.576,0,0.0995,0.258,0.00274,0.0744,0.82,115.952,237053,4
589,Dua Lipa,Levitating (feat. DaBaby),49gruEYzuJZoy4R2q5xVlT,70,0.708,0.796,6,-4.821,0,0.061,0.00886,0.0,0.0668,0.923,103.026,203064,4
590,Charly Black,You're Perfect,4iSWQ5Eadn5tZvvG9XNzYN,64,0.817,0.855,7,-3.282,0,0.244,0.318,0.0,0.0517,0.783,104.909,196973,4
591,Pusher,Clear - Shawn Wasabi Remix,1AP7yzd4qSdKVcupPC827R,62,0.79,0.939,6,-1.802,0,0.0571,0.549,0.218,0.636,0.403,102.044,175266,4
592,Stromae,Alors on danse - Radio Edit,70DyDpbFlz2ftUlGTH314J,44,0.802,0.623,1,-7.957,0,0.0717,0.0972,0.00787,0.0737,0.737,119.954,207973,4
593,Jubarte Pipo,Burning Money,41Pmn70jo55faxlalzKhZO,25,0.733,0.941,7,-4.578,1,0.334,0.0533,0.0,0.345,0.404,126.325,152383,4
594,Altrøx,Lies,17BUU8dGkoSOLw9LDeOw74,21,0.754,0.8,4,-5.955,0,0.065,0.0855,0.0699,0.238,0.25,124.1,153140,4
595,Bruno Mars,Leave The Door Open,1LPSkqVhWVRUkKE03YUkpB,79,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,242096,4
596,NEYVO,Rave 96,7LXrG9KTuSF52Eed8Jikxs,28,0.824,0.933,11,-3.843,1,0.169,0.0495,0.0414,0.473,0.298,130.028,162466,4
597,Octavian,Papi Chulo,6Juv5N0dNU1imms9c9u1dA,72,0.866,0.563,11,-6.964,0,0.108,0.185,0.0,0.0889,0.307,127.954,161668,4
598,Anderson .Paak,Heart Don't Stand a Chance,5dnAki4SIAcedhAPdF5l2h,54,0.685,0.545,7,-6.189,1,0.061,0.173,1.44e-05,0.237,0.506,94.061,312360,4
599,Ali Bakgor,Lightning Bolt,2ib0zHW86HotLbiKUPyc5D,40,0.47,0.814,5,-7.296,0,0.192,0.474,0.0271,0.133,0.684,185.898,173870,3
600,PASC,Elevate My Dreams,4bww7zJkYO9YKzPTIliPit,30,0.531,0.956,2,-2.16,1,0.0488,0.00228,0.164,0.0965,0.0393,126.135,220952,4
601,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,84,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,4
602,Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,83,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4
603,StarBoi3,Dick (feat. Doja Cat),3nY8AqaMNNHHLYV4380ol0,78,0.647,0.608,9,-6.831,1,0.42,0.13,0.0,0.0584,0.474,125.994,175238,4
604,UZI,Krvn,4a1WLOoydq7u011UG9jjC9,73,0.966,0.582,8,-6.225,1,0.0837,0.138,1.92e-05,0.112,0.186,115.05,171880,4
605,Robina,SICKA,4ePlsvWsLhkvAY8xZSUCfF,17,0.753,0.406,1,-10.117,1,0.0514,0.0508,0.401,0.131,0.284,125.025,217200,4
606,Rolls Rollin,Playtime,7026muhTp1gmEmYIzuQH7f,34,0.829,0.747,11,-7.899,0,0.0427,0.00178,0.0586,0.255,0.15,131.022,199695,4
607,MidnightDrives,F a n t a s y T a l k i n g t o t h e M o o n,33ItDQz3j447Epl427lcu8,65,0.761,0.326,1,-11.876,1,0.0383,0.325,0.0,0.322,0.0958,125.798,205773,4
608,Farizki,Talking To The Moon Play Date,7gC8AN6DN40ThiuBcHhNsA,51,0.596,0.119,4,-19.849,1,0.0382,0.912,0.0,0.101,0.286,84.26,155029,4
609,Abstinent Dazzle,Talking to the Moon (Remix) - Wannislas Remix,7DC6N6jjjsdq1spmn9kCDj,30,0.474,0.874,2,-7.829,0,0.0356,0.0009,0.0738,0.0974,0.156,137.979,267520,4
610,Taylor Swift,Love Story (Taylor’s Version),6YvqWjhGD8mB5QXcbcUKtx,74,0.627,0.792,2,-4.311,1,0.031,0.13,3.97e-06,0.0845,0.415,119.054,235767,4
611,Taylor Swift,champagne problems,0sY6ZUTh4yoctD8VIXz339,80,0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.319,244000,4
612,Dua Lipa,Love Again,45BZcKdKl8OXpuGSlSvEun,70,0.66,0.634,11,-5.715,0,0.0339,0.00174,3.17e-05,0.1,0.507,116.011,258004,4
613,Dua Lipa,Love Again - Imanbek Remix,0zg8u9UUlvwSvBJYEjhgDT,69,0.717,0.91,6,-3.39,0,0.0554,0.00262,0.00194,0.0589,0.682,119.999,214000,4
614,MC Flavor Crew,Talk About You (I Want You Back) [Talking to the Moon Tiktok Remix),5u7l50qxns3ogizg3LTvn8,47,0.633,0.578,1,-5.565,0,0.0491,0.0878,0.699,0.192,0.692,145.87,79700,4
615,The Jackson 5,I Want You Back - DJ LEAD Remix,5mDFlN2bwNqC40wjZwU2pr,24,0.663,0.729,8,-6.811,1,0.0379,0.0307,0.000154,0.0677,0.221,97.955,199760,4
616,Drake,Pipe Down,11pEKMLmavDu8fxOB5QjbQ,74,0.518,0.69,9,-6.15,1,0.107,0.128,0.0,0.176,0.59,77.837,205721,4
617,Drake,Yebba’s Heartbreak,1PDP7mLiAMwhfmgIwzhOm2,71,0.476,0.161,8,-11.665,0,0.0407,0.967,0.0381,0.109,0.0908,119.614,133763,4
618,Drake,No Friends In The Industry,2tUL6dZf1mywCj5WvCPZw6,80,0.84,0.744,1,-4.751,1,0.113,0.0181,0.0,0.629,0.171,83.737,204347,4
619,Drake,Knife Talk (with 21 Savage ft. Project Pat),2BcMwX1MPV6ZHP4tUT9uq6,89,0.849,0.424,5,-9.579,0,0.324,0.0635,0.0,0.0834,0.153,145.887,242966,4
620,Drake,7am On Bridle Path,42m3eP1JJhtzffal9B136J,72,0.724,0.531,5,-4.108,0,0.298,0.225,0.0,0.11,0.141,89.901,239635,4
621,Drake,Race My Mind,2Q3jFbyE61mCjS3SkW4toJ,73,0.488,0.635,10,-7.19,1,0.26,0.179,8.16e-06,0.156,0.783,174.072,269884,4
622,Drake,Fountains (with Tems),08XWh5c0BMyD1nKVxxl91z,75,0.843,0.485,10,-8.735,0,0.195,0.181,0.0675,0.107,0.689,100.053,192418,4
623,Drake,Get Along Better,5ScbulRnixQ2XAdvrPMFjz,71,0.32,0.466,8,-6.77,1,0.0374,0.00645,0.0,0.133,0.338,177.693,229304,3
624,Drake,You Only Live Twice (with Lil Wayne & Rick Ross),50ceCGZ3oD3U5caQV5bP6f,73,0.519,0.851,7,-6.001,1,0.29,0.118,0.0,0.178,0.711,123.823,213104,5
625,Drake,IMY2 (with Kid Cudi),7F9cT6hIRhnFCYP6GKS0tf,75,0.59,0.493,7,-8.704,0,0.0367,0.402,0.00504,0.129,0.0498,150.026,252379,4
626,Drake,F*****g Fans,3RkNXZvOSMMElmmXztDc94,69,0.783,0.416,4,-9.84,0,0.135,0.213,0.0,0.103,0.165,87.073,245131,4
627,Drake,The Remorse,1cCXT1cErAY6tmIqHbodrt,67,0.473,0.53,0,-8.506,1,0.249,0.812,6.92e-06,0.227,0.637,74.732,351220,3
628,Drake,Champagne Poetry,2HSmyk2qMN8WQjuGhaQgCk,81,0.423,0.667,6,-7.012,0,0.326,0.758,0.0,0.246,0.496,86.743,336511,4
629,Drake,Papi’s Home,6jy9yJfgCsMHdu2Oz4BGKX,75,0.701,0.741,2,-6.157,1,0.313,0.112,0.0,0.699,0.588,140.177,178623,4
630,Drake,Girls Want Girls (with Lil Baby),37Nqx7iavZpotJSDXZWbJ3,85,0.767,0.438,7,-8.726,0,0.29,0.181,0.0,0.142,0.381,86.975,221980,4
631,Sharon Van Etten,Every Time the Sun Comes Up,61qxP4Vs5DVX0Ic4GnBklu,64,0.663,0.522,1,-8.741,1,0.0374,0.392,5.41e-06,0.197,0.301,99.759,262520,4
632,BANKS,Stroke,01a0H5HPeCMOktdRMygi3t,48,0.449,0.731,6,-4.641,1,0.291,0.642,9.31e-05,0.298,0.571,78.57,206360,4
633,The Strokes,The Adults Are Talking,5ruzrDWcT0vuJIOMW7gMnW,80,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,309053,4
634,Kaiser Chiefs,Never Miss A Beat,0bXhjlgUddDlJzHOeVM4Tq,58,0.499,0.899,0,-3.994,1,0.0382,2.19e-05,0.174,0.651,0.449,156.017,187320,4
635,FKA twigs,How's That,7BDbTgU3yAWStKCvKPk6Xe,37,0.244,0.662,5,-8.153,0,0.0798,0.0136,0.0553,0.1,0.199,178.704,214141,3
636,Jeff Buckley,Everybody Here Wants You,2bcvooA6HEmVUneEGJnNZD,53,0.725,0.387,9,-7.359,0,0.0368,0.527,0.00013,0.0982,0.606,120.689,286707,4
637,Kid Koala,3 bit Blues,4LKK67xCCEiwK8IFujdt92,26,0.637,0.638,6,-7.456,0,0.0355,0.445,0.335,0.0605,0.489,80.021,176053,3
638,Courtney Barnett,Pickles from the Jar,4x0ZEnpVD3venpJfaKRYcB,42,0.614,0.84,7,-5.355,1,0.109,0.0436,0.000416,0.3,0.524,104.185,168962,4
639,The Dead Weather,I Cut Like a Buffalo,5SRYgY0eAxxJnKBiJKM668,23,0.484,0.854,2,-5.61,1,0.172,0.157,0.113,0.0856,0.559,88.647,208907,4
640,The Dead Weather,I Can't Hear You,3O1rkVw6tpDizXzHqMZfh5,49,0.529,0.754,0,-3.167,0,0.182,0.0482,0.00598,0.108,0.422,79.463,215093,4
641,The Shins,Sea Legs,74NgnKkCHlmj5BXZaF4uOG,44,0.655,0.772,2,-6.118,0,0.0442,0.00705,0.00455,0.0452,0.885,160.066,322591,4
642,Morphine,Scratch,5MoCFV3KtNZWGiOseEoNDB,41,0.507,0.611,2,-10.167,1,0.0295,0.0852,0.0402,0.397,0.518,81.025,193867,4
643,Nick Cave & The Bad Seeds,Jubilee Street,76Q9wf2sC4BQbg6AdvLHvJ,49,0.341,0.422,5,-10.596,1,0.0293,0.43,0.00241,0.22,0.327,83.33,395974,4
644,Talking Heads,Houses In Motion,3zEKcjL8SqECenAIYuvxIy,4,0.744,0.763,0,-10.399,1,0.0643,0.677,0.628,0.153,0.963,101.838,273200,4
645,Grace Jones,Walking In The Rain,6eQ40FpOWggK5iKl3khLyp,41,0.849,0.755,4,-8.939,0,0.034,0.0202,0.782,0.0815,0.952,131.719,258787,4
646,The Dead Weather,The Difference Between Us,31rLTmedDW4HwiK2vJJszK,41,0.33,0.98,9,-2.043,1,0.127,0.00835,0.0,0.81,0.202,117.249,217320,4
647,Lianne La Havas,Unstoppable - FKJ Remix,0mBe4dWMRLXvrAs8ixpmbp,52,0.647,0.562,10,-7.733,0,0.165,0.183,0.000504,0.0763,0.495,92.2,316304,4
648,Trixie Whitley,Pieces,6h3KNOIpOauy88YFNLDxDo,25,0.282,0.276,2,-8.157,0,0.0428,0.865,0.000147,0.11,0.0907,173.475,278781,4
649,alt-J,Every Other Freckle,4oQb8W4UyZNDcMopArPads,56,0.527,0.704,9,-7.632,1,0.0821,0.626,0.0402,0.117,0.516,143.884,216004,4
650,Doja Cat,Get Into It (Yuh),0W6I02J9xcqK8MtSeosEXb,88,0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,138293,4
651,Chocolate Genius Incorporated,Hangover Nine,2kRztVIBinjo1XPNDXWiwJ,6,0.679,0.425,0,-12.785,1,0.0444,0.263,0.176,0.191,0.325,124.751,372107,4
652,Megan Thee Stallion,Girls in the Hood,7yiSvALPjMrBLDDrbcDRNy,67,0.821,0.816,6,-3.835,1,0.352,0.00711,0.0,0.0645,0.797,179.974,154389,4
653,Beyoncé,Naughty Girl,0CPLnPUUHh44vAzDSM5ZlR,65,0.735,0.466,6,-8.65,0,0.0857,0.239,6.24e-06,0.102,0.643,99.973,208600,4
654,Beyoncé,Drunk in Love (feat. Jay-Z),6jG2YzhxptolDzLHTGLt7S,73,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03,323480,4
655,Beyoncé,Sorry,0lnIJmgcUpEpe4AZACjayW,70,0.775,0.598,2,-7.274,1,0.0535,0.00175,4.44e-06,0.253,0.356,129.988,232560,4
656,Rihanna,Rude Boy,60jzFy6Nn4M0iD1d94oteF,76,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.906,222920,4
657,Saweetie,ICY GRL,1sl1cpix9GnwNwaVt04BIu,69,0.927,0.563,7,-5.827,1,0.175,0.0306,0.0,0.0736,0.842,103.312,109302,4
658,Lizzo,Boys,1du4tPkvJfCIuVL6WMtqSs,64,0.892,0.588,1,-4.287,0,0.11,0.00319,0.000162,0.0498,0.753,120.042,172630,4
659,Doja Cat,Options (feat. JID),1ayV64ur8VWgc6OPtPRl1q,72,0.842,0.522,7,-7.844,1,0.0985,0.293,6.91e-05,0.107,0.285,132.986,159160,4
660,Megan Thee Stallion,Freak Nasty,4rd4bY5IzC4AN6NdgYGtWD,61,0.953,0.723,1,-6.437,1,0.248,0.00228,0.0,0.336,0.221,99.969,173799,4
661,Yo Gotti,Rake It Up (feat. Nicki Minaj),4knL4iPxPOZjQzTUlELGSY,71,0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953,276333,4
662,Nicki Minaj,Feeling Myself,4vgTAdLit4VNnxZ7YK06NW,66,0.564,0.703,2,-5.459,1,0.269,0.437,0.00927,0.358,0.477,139.045,237840,4
663,Beyoncé,Formation,6g0Orsxv6glTJCt4cHsRsQ,75,0.896,0.621,5,-6.857,0,0.237,0.00532,0.0,0.196,0.818,121.966,206080,4
664,Ciara,Level Up,5ubwXXOsH9bUhZsQ0Cybha,63,0.746,0.825,1,-4.666,1,0.169,0.0142,0.0107,0.121,0.584,152.914,204150,4
665,Kali Uchis,Dead To Me,6LOZws7T3jqZz78unPgFF9,83,0.675,0.761,4,-4.469,0,0.0466,0.432,0.0,0.102,0.428,119.001,199506,4
666,Rihanna,S&M,7ySUcLPVX7KudhnmNcgY2D,79,0.769,0.684,1,-5.019,1,0.0411,0.0105,0.000125,0.0887,0.835,127.972,243600,4
667,Megan Thee Stallion,Diamonds (with Normani),0PQsrLxPbOBBwwmXCnGvcF,58,0.785,0.753,1,-3.841,1,0.0873,0.188,1.01e-06,0.265,0.488,94.012,199301,4
668,Rihanna,Kiss It Better,0UHB9METy4VCXNgkcGqHqS,72,0.619,0.806,3,-4.8,0,0.0483,0.272,0.0,0.0671,0.877,95.0,253080,4
669,Ariana Grande,7 rings,6ocbgoVGwYJhOv1GgI9NsF,86,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,178627,4
670,Megan Thee Stallion,Big Ole Freak,3YEbLhXRDPTtctnb3ddg8g,65,0.799,0.699,2,-7.694,1,0.204,0.00867,0.0,0.132,0.627,142.979,214851,4
671,SZA,Hit Different,7Bar1kLTmsRmH6FCKKMEyU,76,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,202008,4
672,City Girls,Twerk,3epMtjDDbpGNCkf1DguWNn,14,0.788,0.841,4,-4.006,0,0.143,0.123,0.00112,0.166,0.491,190.089,166476,4
673,Megan Thee Stallion,Savage Remix (feat. Beyoncé),5v4GgrXPMghOnBBLmveLac,72,0.822,0.743,10,-4.772,0,0.28,0.016,0.0,0.127,0.636,84.459,242001,4
674,Lizzo,Good as Hell,6KgBpzTuTRPebChN0VTyzV,75,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,159736,4
675,Doja Cat,Boss Bitch,78qd8dvwea0Gosb6Fe6j3k,82,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,134240,4
676,Cardi B,I Do (feat. SZA),1f5PNhkNgUpvDEeZfcIlO1,68,0.886,0.473,7,-7.338,0,0.255,0.27,2.58e-05,0.0864,0.438,135.065,200205,4
677,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),1OAh8uOEOvTDqkKFsKksCi,75,0.671,0.672,0,-3.094,0,0.0688,0.0329,0.0,0.118,0.632,97.979,204173,4
678,Beyoncé,Rocket,0755vnFQZLSgHHWbR1qCjY,60,0.495,0.403,1,-9.731,1,0.301,0.5,0.0,0.7,0.555,140.415,391907,3
679,BeatKing,Then Leave (feat. Queendom Come),2Xoc4gqPbBa3QHKpBLJ5l8,61,0.912,0.568,2,-6.107,1,0.476,0.0656,0.000105,0.0521,0.491,140.968,151520,4
680,Damien Jurado,Ohio - filous Remix,6W4GTXLYX8HkmZGmVkfrSC,55,0.599,0.699,1,-7.588,0,0.1,0.58,0.276,0.108,0.296,120.927,245960,4
681,Israel Nash,Willow,4knLTdvnJNz8FkNb8BFT83,4,0.495,0.582,2,-8.673,1,0.0308,0.0756,0.614,0.124,0.349,131.544,319827,4
682,alt-J,Tessellate,1LfKHwrMydWNruvTonm0eO,59,0.68,0.611,2,-6.47,1,0.0439,0.374,0.0436,0.119,0.423,116.952,182667,4
683,Paul Cary,Curse of China Bull,2bVfR6NqCkYpOZX7HalsW5,5,0.664,0.113,0,-21.84,0,0.0415,0.0424,0.000739,0.0794,0.271,114.523,168000,4
684,Agnes Obel,Familiar,2EWnKuspetOzgfBtmaNZvJ,64,0.561,0.419,4,-12.254,1,0.0313,0.921,0.0252,0.108,0.227,137.39,235989,4
685,FKA twigs,Figure 8,1KcxkWlRSDNchLovHnHBKP,46,0.688,0.71,2,-9.793,1,0.343,0.528,0.00136,0.0697,0.414,119.961,183040,4
686,Orville Peck,Dead of Night,08unC8N1V1dEcqiyi06g6W,74,0.491,0.549,2,-11.608,1,0.0546,0.811,0.361,0.0606,0.48,99.683,239001,4
687,Ben Harper,Fight For Your Mind,62cfTqTvohNseMnEHhRjBg,32,0.751,0.64,7,-8.512,1,0.046,0.0794,0.226,0.108,0.825,98.159,246307,4
688,Adele,Easy On Me,46IZ0fSY2mpAiktS3KOqds,91,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,4
689,Coldplay,Let Somebody Go,4cGqn0E8JCSY9gQllQj4Mf,80,0.592,0.342,0,-8.93,1,0.0339,0.193,0.00245,0.11,0.155,130.953,241595,4
690,Billie Eilish,GOLDWING,0FfqyjhB6Kspvit1oOo7ax,74,0.654,0.303,5,-13.943,0,0.126,0.755,0.159,0.0957,0.168,160.095,151537,4
691,Billie Eilish,my boy,1RGasjWLZ4qMN7wbtkLa3u,75,0.692,0.394,11,-8.745,0,0.207,0.472,0.000191,0.117,0.324,89.936,170852,4
692,Billie Eilish,bellyache,51NFxnQvaosfDDutk0tams,77,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,179172,4
693,Billie Eilish,COPYCAT,5w7wuzMzsDer96KqxafeRK,75,0.679,0.388,4,-10.977,0,0.0932,0.353,9.25e-05,0.341,0.234,124.909,194711,4
694,Masked Wolf,Astronaut In The Ocean - Alok Remix,1yX6sh2TkrT5hsXodo7aS6,74,0.53,0.82,4,-4.936,0,0.0438,0.154,2.71e-06,0.14,0.355,171.933,128372,4
695,Masked Wolf,Astronaut In The Ocean (Remix) - feat. G-Eazy & DDG,1NawUUW8GmiRbJ9UkaKGY4,65,0.788,0.642,11,-7.35,1,0.149,0.0981,0.0,0.158,0.512,150.031,195750,4
696,Billie Eilish,Male Fantasy,4ak9GGe6afmi2HbxEjvhIC,78,0.687,0.288,2,-10.415,1,0.045,0.863,0.0,0.0986,0.308,110.927,194887,4
697,Billie Eilish,OverHeated,5uSG6fUPRaehaV820zcpsK,72,0.777,0.522,8,-12.496,0,0.0535,0.527,0.838,0.0968,0.182,115.008,214059,4
698,Billie Eilish,Oxytocin,4t2OeILB07eMGTXSUbMPEu,75,0.757,0.598,11,-7.777,1,0.058,0.0904,0.551,0.15,0.18,124.951,210233,4
699,Billie Eilish,Lost Cause,4191RXFPa7Ge9XkA4cWlna,78,0.526,0.334,10,-8.491,0,0.251,0.702,0.00782,0.0586,0.522,74.966,212496,4
700,Billie Eilish,Therefore I Am,20R4HfKloPKgXDqU7UKk3x,75,0.879,0.365,2,-7.781,1,0.0924,0.227,0.135,0.0583,0.663,94.016,173539,4
701,Billie Eilish,Billie Bossa Nova,2KnuaZYoGzDoHiBTNYOTXG,79,0.895,0.389,7,-11.036,0,0.11,0.222,0.0346,0.105,0.549,110.023,196731,4
702,Billie Eilish,I Didn't Change My Number,7bcy34fBT2ap1L4bfPsl9q,77,0.849,0.48,9,-5.835,1,0.226,0.612,0.269,0.295,0.677,142.021,158463,4
703,Billie Eilish,Not My Responsibility,4T2zre0jqstNJ5Gt0WG9lz,71,0.468,0.13,1,-18.031,1,0.0571,0.454,0.927,0.0819,0.0362,115.039,227680,4
704,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),06KyNuuMOX1ROXRhj787tj,82,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4
705,Charlie Puth,Attention,5cF0dROlMOK5uNZtivgu50,83,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787,4
706,Paloma Faith,Only Love Can Hurt Like This,62ke5zFUJN6RvtXZgVH0F8,82,0.566,0.885,8,-4.528,1,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,232893,4
707,Lana Del Rey,Young And Beautiful,6VMDTgIkAHJlXe4FykAD9q,42,0.326,0.416,11,-8.92,0,0.0352,0.269,3.36e-05,0.11,0.153,114.458,236053,4
708,Amy Winehouse,Love Is A Losing Game,3uliGwmB52ZA7brgpZMzyH,69,0.484,0.293,0,-16.544,1,0.0311,0.337,0.00627,0.146,0.562,165.008,155413,4
709,Ella Eyre,We Don't Have To Take Our Clothes Off - Remastered 2015,49GpGYGli1xcxovgYf0k4c,72,0.56,0.17,0,-9.317,0,0.0381,0.952,6.75e-06,0.107,0.303,94.956,236293,4
710,Jorja Smith,Don't Watch Me Cry,202lm9YX5WmAac83tOGlVn,66,0.559,0.157,1,-10.132,1,0.0414,0.887,0.0,0.107,0.348,130.877,190430,4
711,Christina Aguilera,Save Me from Myself,7aLQoD4MWkYQjZuTQKuT9Y,46,0.538,0.141,6,-14.385,0,0.096,0.937,0.0,0.128,0.341,77.931,193160,4
712,Adele,Turning Tables,2eF2x1BkgilhaZ2AipRY8j,73,0.353,0.446,0,-6.044,0,0.0285,0.95,1.35e-05,0.132,0.211,155.476,250000,4
713,P!nk,Just Give Me a Reason (feat. Nate Ruess),1mKXFLRA179hdOWQBwUk9e,82,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,4
714,Sam Smith,Lay Me Down,64GRDrL1efgXclrhVCeuA0,76,0.468,0.19,4,-11.138,1,0.0373,0.919,0.0,0.107,0.326,125.319,219536,4
715,Paramore,The Only Exception,4lC3REXEP0UhLf5WYDEhLG,7,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.71,267653,3
716,Rihanna,Close To You,6D2tzc8kRnZb7P1lNwMBLH,66,0.494,0.17,10,-11.368,1,0.0337,0.895,0.0,0.139,0.145,80.098,223213,4
717,Adele,Love In The Dark,0DuWDLjriRPjDRoPgaCslY,81,0.331,0.341,9,-6.057,0,0.0309,0.528,0.0,0.109,0.152,109.821,285935,4
